year,date,exam_type,subject,question_no,question,option_A,option_B,option_C,option_D,correct_answers,notes,_場次
112,2023/5/20,食品品保初級工程師,食品品保概論,14,"某食品工廠生產之冷凍台式香腸產品，自110 年7 月1 日起，食品中微生物衛生
標準之檢驗項目需符合：",大腸桿菌,大腸桿菌、沙門氏菌,腸桿菌科,大腸桿菌群、沙門氏菌,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,15,"企業使用網站提供客戶產品訊息，並對訪客的來源及在網站的瀏覽時間等，並依
據數據改善資訊提供管道，是屬於下列何者？",數位化,數位優化,數位轉型,以上皆是,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,16,下列何者是建立以行為為基礎的食安管理系統的首要步驟？,制定HACCP 計畫書,每一層級員工了解本身職責,辦理員工衛生安全基礎教育訓練,強化員工心理素質,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,17,下列哪一種工具不屬於品管七手法或新七手法之一？,失效模式與影響分析,柏拉圖,直方圖,魚骨圖,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,18,"工廠因客訴事件過多，為有效控制，新聘品管人員並加強IPQC 製程檢驗，以確
保產品品質，請問那二個品質成本會上升？",預防成本、鑑定成本,鑑定成本、內部失敗成本,內、外部失敗成本,預防成本、內部失敗成本,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,19,"向消費者保證產品品質，使消費者能夠安心購買，同時在使用時能對產品產生信
心和滿足感，並願意長期使用，稱為:",全面品管,建構信任,迎合需求,品質保證,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,20,下列何者食品業者應設立實驗室？,具工廠登記且資本額一億元之糖改裝業者,具工廠登記且資本額六千萬元食用油脂調配業者,具工廠登記且資本額一億元茶葉飲料之調配業者,具工廠登記且資本額六千萬元澱粉調配業者,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,21,"苯駢芘（Benzo(a)pyrene, BaP）可能在食品烘培、燒烤等加工過程產生。依我國現
行法規，下列何種食品尚未規範苯駢芘的限量標準？",嬰兒配方食品,含蜂膠、蜂王乳之膳食補充品,煙燻肉,可可脂,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,22,依據GHP 準則，有關食品作業場所清潔衛生檢查之敘述，下列何者正確？,業者可自主訂定環境清潔檢查之頻率與合格標準,檢查對象包括環境落菌與機械塗抹等檢驗，手部塗抹非屬環境衛生管理,高壓噴槍之氣體可採用與環境落菌相同之採樣方式及合格標準,合理的採樣時間為清潔消毒作業後或開始生產前，而非作業中採樣,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,23,食品安全管制系統在推動過程，以下描述何者有誤？,應先針對CCP 進行驗效，並定期確認系統之有效性,確認系統之有效性也包括了重新進行CCP 驗效,為確認系統之有效性，每年至少安排一次外部稽核,產品送檢可視為確認系統有效性的一種作法,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,24,下列何者產品原產地可標示台灣？,澳洲大包裝奶粉在台灣添加維生素分裝為小包裝,美國大包裝奶粉在台灣分裝為小包裝,美國、義大利之大豆油、橄欖油在台灣製程調合油,法國乾酪在台灣切絲為乾酪絲,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,25,成品放行出貨至少需確認：,成品檢驗報告、原料檢驗報告、品保主管簽核、製造主管簽核,成品檢驗報告、品保主管簽核、製造主管簽核,成品檢驗報告、原料檢驗報告、製造主管簽核,成品檢驗報告、品保主管簽核、製造主管簽核、供應商名錄,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,26,每一座靜置式蒸汽加壓殺菌釜均應裝置一具：,壓力錶、自動溫度記錄儀、水銀溫度計,蒸汽控制器、壓力錶、自動溫度記錄儀、水銀溫度計,蒸汽控制器、壓力錶、水銀溫度計,蒸汽控制器、空氣過濾系統、壓力錶、自動溫度記錄儀、水銀溫度計,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,27,罐頭食品殺菌作業應：,殺菌工作報告在製造後一個月內，應由殺菌管理人員核對簽名,密封紀錄由品管主管及製造主管核對簽名,罐頭食品殺菌工作報告不必即時填寫，當日結束殺菌後完成填寫即可,罐頭食品自動溫度紀錄儀紙，在製造後一星期內，應由殺菌操作人員核對簽名,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,28,酸化罐頭食品描述何者有誤？,添加檸檬酸調節產品pH 值為4.6，水活性大於0.85 為酸化罐頭食品,pH 值必須≤4.6，是為了防止肉毒桿菌孢子的生長,產品調配、殺菌應維持pH 值≤4.6，儲存流通時可不須維持,酸化食品的熱殺菌被設計是為破壞病原菌及腐敗菌的營養細胞,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,29,"依據食品安全管制系統準則之規定，下列對於有關「監測計畫」之敘述，何者不
正確？",監測係針對每一重要管制點所訂定之項目、方法、頻率及操作人員,監測的目的為觀察或測試CCP 之執行在可以控制的範圍內,監測的頻率是由業者自訂，準則中並未明確要求最低監測頻率,監測之操作人員應明確列出職位與姓名，並在文件中列明職務代理人,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,30,關於罐裝飲料工廠量測儀器校正之敘述，下列何者正確？,水為中性，其pH 值為7.0，因此可以使用水作為校正標準溶液之一,今年度新購買之量測儀器可於明年度再執行校正,不常使用之量測儀器可於每兩年再執行校正即可,"冷藏或冷凍庫已有溫度顯示功能，且保存之原料皆無異狀發生，可以不進行溫度
校正",B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,31,罐頭食品常溫保存不會腐壞的原因是：,因經高溫滅菌與密封,因添加防腐劑,因高溫滅菌並添加防腐劑,因原料未受微生物污染。,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,32,以下何者不屬於健康食品之保健功效？,免疫調節,抗疲勞,減肥,調節血脂,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,33,有關使用食品原料冬蟲夏草菌絲體標示規定，下列何者正確？,應加註「本產品非中藥材冬蟲夏草之製品」,標示「冬蟲夏草」四個字,應標示本草綱目上對冬蟲夏草的敘述,應標示冬蟲夏草的圖片,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,34,驗收鯖魚時下列非驗收項目？,組織胺,"揮發性鹽基態氮(Volatile basic nitrogen, VBN)",鉛,銅,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,35,依據GHP 準則，下列有關即食餐飲熱存之要求，溫度應保持在攝氏?,五十度以上,五十五度以上,六十度以上,六十五度以上,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,36,"經中央主管機關公告類別及規模之食品業者，應置一定比率，並領有專門職業或
技術證照之食品、營養、餐飲等專業人員，辦理何種業務？",食品衛生安全管理,倉儲管理,生產管理,工廠經營管理,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,37,國內食品業之從業人員、作業場所、設施衛生管理及其品保制度，均應符合：,台灣優良食品通專則(TQF),食品良好衛生規範準則(GHP),臺灣優良農產品驗證管理辦法(CAS),中國國家標準(CNS),B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,38,我國食品添加物的管理採用：,正面表列方式,負面表列方式,正面表列負面表列都有,業者決定,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,39,下列哪一項不是重要管制點的驗效作業？,內部稽核,儀器校正,檢驗作業,成品回收,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,40,"關於水產品之危害分析：a.因時間與溫度控制不當而造成病原菌生長與產毒所引
起之消費者疾病，此類危害適用於細菌性病原體與病毒；b.肉毒桿菌可存在水產
品中，尤其是內臟；c.鯖魚毒素來自於細菌分解產物，屬於生物性危害；d.無脊椎
類水產品存在著組織胺的潛在危害。以上敘述何者錯誤?",abc,abd,acd,bcd,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,41,有關包裝乳品之標示，應符合:,鮮乳製程中添加生乳中所含之營養素，亦可在包裝上標示為鮮乳,"鮮乳製程中鈣添加量未達「市售包裝食品營養宣稱規範」中宣稱「強化」之含量，
仍屬「強化鮮乳」，故應標示為「鈣強化鮮乳」",添加草莓果汁於鮮乳中，品名可標示為「草莓鮮乳」,鮮乳或強化鮮乳產品都不得添加及標示添加寡醣,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,42,"某工廠的產品發現使用之食品添加物超量可能違反法令規定或對人體健康造成危
害疑慮，因此開始準備進行成品回收作業，此時應優先進行哪一項作業?",追查產品流向,進行產品檢驗,至通路收購產品,追究供應商責任,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,43,有關輸入食品及其相關產品之追溯追蹤，下列各敘述中何者不正確：,"國內生產製造之加工食品外銷至他國後，因故退貨，該批復運進口之產品一定要
建立其追溯追蹤系統，並將相關資訊上傳至「食品追溯追蹤管理資訊系統(非追不
可)」","輸入食品業者將某一批輸入之食品及其相關產品置於自家零售店面販售時，該批
產品即無需上傳最終消費端流向資訊，但仍需將該批產品之數量等資訊記載為出
貨予自家零售店面","輸入食品業者建立之追蹤追溯系統若經稽查不符合規定，且遭受到歇業、停業或
廢止登錄之處分，在此處分期間，主管機關可不受理該業者辦理輸入報驗","輸入食品業者於申請輸入食品及其相關產品查驗時申報之資訊不實，依據食品安
全衛生管理法，其罰則與在食品追溯追蹤管理資訊系統中建立之資料不實相同",A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,44,"米食材中可能存在多種影響人體健康之危害，為維護國人健康，我國目前與米食
材相關之衛生與限量標準包括：a.二溴乙烷；b.重金屬砷；c.棒麴毒素；d.γ 射線。
以上敘述何者錯誤?",abc,abd,acd,bcd,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,45,"(甲)是貿易商，主要是受人(乙)委託進口外國產品，向外國出口商(丙)下單，產品
查驗合格通關後直接送到受託人(乙)公司，下列何者不正確？",報驗義務人(甲)即為「食品輸入業者」,(乙)應建立食品追溯追蹤制度,(甲)不必使用統一發票者或電子發票,(甲)(乙)(丙)皆需強制上傳非追不可系統,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,46,"有關「食品及其相關產品追溯追蹤系統管理辦法」中「物流業者」，若由某盒餐食
品由物流業者自行配送，以下記載內容何者較不正確？",相關配送人員,溫度、時間,地點,檢驗報告,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,47,一般農產品產生黴菌毒素所需要的條件，下列敘述何者為誤？,大部份黴菌生長的水活性(Aw)在0.80 以上,所有黴菌在常溫都會產生黴菌毒素,生長溫度20-28℃，<10℃和>30℃生長減弱,所需營養物質主要是糖、蛋白質和少量脂質,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,48,全穀產品宣稱及標示原則，下列敘述何者為誤？,固體產品所含全穀成分佔配方總重量百分比51%(含) 以上，始可以全穀產品宣稱,"如產品所含全穀成分未達配方總重量百分比51%(含)以上，不得宣稱為全穀產
品，僅能以「本產品部分原料使用全穀粉（如：全麥）原料製作」，或「本產品含
部分全穀粉（如：全麥麵粉）」等方式宣稱","如產品欲宣稱為全穀原料粉，則內容物（原料）須百分比51%以上，始可宣稱為
全穀原料粉","若產品中單一穀類佔配方總重量百分比51%以上，可以該穀類名稱進行產品命名
（如：全麥○○、全蕎麥○○等）",C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,49,"食品過敏原標示規定，若產品為花生牛奶罐頭，該如何標示，下列何者較正確？
(1)「本產品含有花生、牛奶」；(2)「本產品含有花生、牛奶，不適合對其過敏體
質者食用」；(3) 「本產品含有花生」；(4) 「本產品含有花生，不適合對其過敏體
質者食用」","1, 2","3, 4","1, 2, 3, 4",以上皆非,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,50,有關果蔬汁總含量之標示，下列何者不正確?,總含量達百分之十以上者，應標示原汁含有率「百分之十」以上,品名未揭露全部果蔬名稱，應於品名標示「綜合果(蔬)汁」或等同意義字樣,未達百分之十者，標示「果(蔬)汁含量未達百分之十」或等同意義字樣,未含果蔬汁者，標示「無果(蔬)汁」或「口味」、「風味」等同意義字樣,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,51,"Astaloy™ 85 Mo 機械性質表現的實驗研究(林子堯)-4(二校)Astaloy™ 85 Mo 機械性
質表現的實驗研究(林子堯)-4(二校)業者向食品藥物管理署申請辦理輸入食品查
驗時，就有每批輸入產品報驗資料，進口業者還要自己做追溯追蹤系統，下列何
者不正確？","輸入食品查驗則僅為該次輸入產品資料之申報與查驗的管理系統，不是業者追蹤
追溯資料管理系統","目前已將應建立追溯追蹤系統之輸入業者每一批輸入產品資訊由系統自動拋轉至
非追不可系統",故輸入業者無須自己鍵入來源資訊,不必將流向資訊上傳非追不可系統。,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,52,下列有關「食品及其相關產品追溯追蹤系統管理辦法」之適用性敘述，何者錯誤？,"紀錄保存範圍僅要求食品生產鏈之往上一手來源追溯及往下一手成品追蹤之紀錄
管制","有關「產品資訊」之「淨重、容量、數量或度量」紀錄內容係指當日該批生產總
量","凡經公告指定規模及類別之食品業者，須定期將相關資訊上傳至「食品追溯追蹤
管理資訊系統(非追不可)」平台","食品業者應建立追溯追蹤系統與食品業者登錄為兩個不同法條依據與管理目的的
獨立系統",C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,53,有關包裝食品含基因改造食品原料標示，下列何者為屬正確標示?,市售包裝大豆油使用基因改造黃豆為原料，其包裝標示「基因改造」,市售包裝大豆油使用基因改造黃豆為原料，包裝未標示與基因改造有關之字句,市售包裝大豆油使用基因改造黃豆為原料，標示「不含基因改造」,以上皆正確,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,54,"下列哪一種業者，依「食品及其相關產品追溯追蹤系統管理辦法」，可不必上網上
傳至資訊平台？",食品加工業者,調配業,食品添加物製造,未改變原包裝型態之組合業者,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,55,"指觀察或測試控制危害分析重要管制點之活動，以評估重要管制點是否在控制之
下，並產生供確認之正確紀錄，稱之為何？",監測,檢查,分析,管制,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,56,"為提升我國食品業者之食品衛生安全，自民國86 年起引入HACCP 制度，最早實
施的產業是？",餐飲業,肉品業,乳品業,水產品業,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,57,有關食品製造廠之標示，下列敘述何者正確？,製造廠與負責廠商皆應標示,同一公司之不同製造廠，廠商僅能以公司代表標示,同一公司之不同製造廠位於不同國家時，須標示製造廠,以上皆是,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,58,產銷履歷制度的重點不包括下列哪一項？,產銷作業危害管制,產銷資訊公開,產銷資訊可追溯,履歷係指從農場到餐桌的產銷資訊,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,59,於ISO 22000 中談到的矯正與矯正措施，下列敘述何者有誤？,矯正係指將當下的問題立即改善、改正,矯正措施係指將問題的原因找出，避免後續再發生的作業,矯正與矯正措施於問題發生後擇一進行，改善問題的發生,伴隨著問題的發生，需要分別建立矯正及矯正措施,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,60,順丁烯二酸酐澱粉事件屬於下列何種違法行為?,非法工業用原料流入食用,使用來源不明的原料,飼料用原料流入食用,廢油流入食物鏈,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,61,下列何項產品須於外包裝標示非基因改造食品：,非基因改造黑豆製品,非基因改造甜菜,非基因改造芝麻醬,非基因改造甘藷,B,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,62,下列有關食品添加物之描述，何者錯誤？,食品添加物應設專櫃儲放，但不必設專人負責管理,食品添加物應以專冊登錄使用之種類、進貨量、使用量及庫存量,食品添加物之使用應合乎其使用範圍及限量暨規則標準之規定,食品添加物秤量及投量應建立各種檢測程序，並做成紀錄,A,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,63,"國內現有食品相關認證/驗證系統相當多，例如HACCP、ISO、CAS、生產履歷、
吉園圃、健康食品…等，依其品保系統功能分類，下列何者組合有誤？",生產「來源」認定---生產履歷,產品「功能」認定---健康食品,「成品品質」認定---CAS,產品「功能」認定---ISO,D,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,64,資料(data)、資訊(information)、價值(value)的關係，下列何者正確？,資料 = 資訊 = 價值,資料 = 資訊 ≠ 價值,資料 ≠ 資訊 ≠ 價值,資料 + 資料 =資訊 = 價值,C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,65,下列何者可使用於食用油脂之萃取，且殘留量為 0.1 ppm 以下之加工助劑？,丙二醇(Propylene glycol),乙酸乙酯(Ethyl acetate),己烷(Hexane),乙醇(Alcohol),C,,第一次
112,2023/5/20,食品品保初級工程師,食品品保概論,66,有關病媒之管制，下列敘述何者不正確？,排水道必須加裝柵網，以防止有病媒進入,若有需要，在適當地點必須安置永久作用的電子式捕蠅器,使用的餌料，必須詳述其安全使用方法,需和病媒防治公司簽約，以求最佳效果,D,,第一次
112,2023/11/11,食品品保初級工程師,食品科學概論,1,"進行微生物檢驗時，為避免微生物死亡或增生，影響數據之正確性，稀釋後之樣
品建議於幾分鐘內完成檢驗步驟？",5 分鐘,30 分鐘,90 分鐘,180 分鐘,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,2,"請問如何配置1000 ppm 環境消毒用之漂白水？(以市售漂白水次氯酸鈉濃度5%
計算)",100 mL 漂白水+20 L 清水,200 mL 漂白水+10 L 清水,200 mL 漂白水+20 L 清水,400 mL 漂白水+10 L 清水,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,3,以下何種食品易被嘔吐型仙人掌桿菌汙染而造成食品中毒？,珍珠粉圓,肉湯滷汁,玉米濃湯,生魚片,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,4,下列何者「非」預防仙人掌桿菌食品中毒的處置方式？,食品經加熱中心溫度超過70℃,食品儲存於4℃~7℃,濃湯暫存於常溫無須加蓋,滷汁使用時維持65℃以上的保溫加熱,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,5,無菌操作之程序不包括下列何者？,接種還使用前必須燒紅,管口在接種前後需先過火,在無菌操作台中操作,培養皿需倒置培養,D,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,6,黴菌生長環境所需的條件以下何者為「非」？,在溫暖潮濕的環境,需要有二氧化碳,需要有氧氣,碳水化合物含量高之食品,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,7,造成大腸桿菌O157：H7 之食品中毒時常與攝食何種食品感染有關？,水產製品,牛肉製品,罐頭製品,雞肉製品,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,8,為預防金黃色葡萄球菌腸毒素中毒的發生以下何種敘述為「非」？,避免徒手接觸食品,為了為護品質食品在製備後於室溫緩慢降溫,有化膿或傷口避免製備食品,注意手部清潔,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,9,有關預防諾羅病毒中毒的方式以下何者為「非」？,避免徒手接觸食物,正確的洗手,諾羅病毒中毒後可戴口罩與手套繼續處理食物,貝類需煮熟在食用,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,10,執行黴菌及酵母菌數之檢驗時，有關以傾注平板法進行之敘述，下列何者錯誤？,"將各稀釋倍數之檢液及原液充分振搖均勻後，以無菌操作分取l mL 注入一個培
養皿",每一稀釋檢液重複做二皿,於每個培養皿注入已冷卻至45 ± 1℃之DG18 培養基20~25 mL,"溫和地以順時針方向，續以反時針方向水平旋轉，在不沾染培養皿蓋之情況下，
混合稀釋檢液與培養基",B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,11,進行微生物檢驗時，下列何種微生物培養時，需要使用厭氧培養？,大腸桿菌,李斯特菌,產氣莢膜桿菌,金黃色葡萄球菌,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,12,培養基中如有對光或熱敏感之物質，該培養基應如何滅(除)菌？,高溫高壓濕熱滅菌,高溫乾熱滅菌,過濾除菌,紫外光滅菌,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,13,微生物檢驗過程中，添加檢驗非目標菌株之對照組稱為：,陽性對照組,陰性對照組,空白對照組,以上皆非,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,14,依照衛生福利部公告食品中大腸桿菌之檢驗方法，下列敘述何者錯誤？,"當有兩種稀釋倍數平板之菌落數在15～150 之間時，先個別計算出各稀釋倍數之
大腸桿菌菌數，再取其平均值","其菌數之表示方式為CFU/g 或CFU/mL，記錄菌數時應將第三位數字四捨五入，
使其有效數字為兩位",檢體總量不足50g(mL)時，應依檢體量，添加適量之稀釋液，作成10 倍稀釋檢液,"檢體經系列稀釋後，以選擇性培養基培養及計數或以三階三支進行培養，配合
MPN 計數之方法",B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,15,"固態樣品之生菌數檢驗結果中，各序列稀釋之平板皆無菌落生長，其結果應如何
表示？",0 CFU/g,<10 CFU/mL,<10 CFU/g,>10 CFU/mL,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,16,革蘭氏染色之酒精，主要會將革蘭氏陰性菌外膜之何種物質溶出？,蛋白質,碳水化合物,脂質,礦物質,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,17,下列有關輪狀病毒與諾羅病毒之敘述，何者有誤？,輪狀病毒與諾羅病毒皆為DNA 病毒,兩種病毒皆是糞口傳播為主,容易引起腹瀉、發燒及嘔吐,抵抗力較弱的嬰幼兒容易感染,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,18,以下何者「非」金黃色葡萄球菌腸毒素造成之食品中毒症狀？,發燒,噁心,嘔吐,腹瀉,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,19,在團膳與餐飲場所中，最方便有效控制食物中細菌生長的方法為：,溫度與酸鹼性,酸鹼性與水活性,時間與溫度,時間與水活性,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,20,下列何者為感染型細菌性食物中毒？,金黃色葡萄球菌,肉毒桿菌,沙門氏菌,仙人掌桿菌,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,21,食品微生物腸炎弧菌經革蘭氏染色後，呈：,淡紅,深紫,黃,綠色,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,22,有關碳水化合物分析方法，下列何者錯誤？,酚-硫酸法主要測定碳水化合物的總量,測定還原糖總量常用索模吉-納爾遜法(Somogy-Nelson method),可直接利用氣相層析法分析碳水化合物的醣類組成,折射計可檢測汽水中蔗糖的含量,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,23,下列何種檢測方式不能用來分析維生素C 之含量？,"2,4-二硝基苯胼法(2,4-Dinitrophenylhydrazine)","3,5-二硝基水楊酸法(3,5-Dinitrosalicylic acid)",高效液相色層層析法,螢光分光光度法,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,24,有關降低食品水活性的方法，下列敘述何者錯誤？,減少水分含量,冷藏或冷凍,添加保濕劑,透氣包裝,D,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,25,下列氣相層析儀檢測器的適用對象，何者正確？,氫火焰離子化檢測器(FID)，除了空氣中的氣體外，幾乎可檢測所有物質,電子捕獲檢測器(ECD)，可檢測大部分有機化合物,火焰光度檢測器(FPD)，主要檢測含S 或P 化合物,光離子化檢測器(PID)，主要檢測含鹵素、N 或共軛雙鍵化合物,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,26,抑制劑對酵素具有不競爭性抑制作用(uncompetitive inhibition)時，酵素的_____。,Km 及Vmax 兩者不變,Km 增加及Vmax 不變,Km 不變及Vmax 降低,Km 及Vmax 兩者均變小,D,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,27,油脂純化的步驟依序為何？,沉澱、脫膠、脫酸、脫色、脫臭、冬化,脫酸、脫色、沉澱、脫膠、脫臭、冬化,冬化、脫酸、脫色、脫臭、沉澱、脫膠,沉澱、脫膠、脫酸、脫臭、脫色、冬化,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,28,製作啤酒時，使用大麥芽的主要目的為何？,增加啤酒風味,產生苦味,提供糖化酵素,增加色澤,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,29,"有一批稻穀平均灰分含量為2.5%，假若要得到100 mg 以上的稻穀灰分，應該取
多少g 稻穀樣品進行灰化？",2,4,6,8,BCD,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,30,作為油脂的抗氧化劑，穀胱甘肽過氧化酶需要下列何種礦物質進行催化？,硒,鋅,銅,鐵,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,31,為避免光分解，下列何種試劑需使用褐色瓶盛裝？,鹽酸,硫酸,硝酸銀,氫氧化鈉,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,32,下列何者為可口奶滋餅乾椰香味成分？,amyl acetate,citric acid,1-octen-3-ol,gamba-octalactone,ABCD,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,33,下列何種色素加入鐵或鋁離子溶液會變色？,葉綠素,類黃酮素,類胡蘿蔔素,肌紅蛋白,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,34,下列合成黏稠劑中，何者設有用量標準？,海藻酸鈉,酪蛋白鈉,三仙膠,結蘭膠,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,35,雞精中訴求抗疲勞的指標成分為支鏈胺基酸，下列何者不是？,alanine,isoleucine,leucine,valine,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,36,"斐林試劑可以用來定性及定量檢測分析還原醣，在此反應過程中，所形成之棕紅
色沈澱物為下列何種物質？",Cu2O,CuO,Cu,CuSO4,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,37,下列何者與斐林試液(Fehling’s solution)反應，不會呈現紅色沉澱？,葡萄糖,果糖,乳糖,蔗糖,D,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,38,我國合法食品添加物品項最多的為哪一項？,營養強化劑,調味劑,乳化劑,黏稠劑,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,39,"要用多少毫升12 mol/L 的鹽酸溶液，才能稀釋製備成250 mL 2 mol/L 的鹽酸溶
液？",11.67,21.67,31.67,41.67,D,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,40,下列何種方法無法有效降低食物中的水分含量？,油炸,擠壓,冷凍,充氮包裝,CD,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,41,國內植物油脂精製過程，一般可省略下列哪個步驟？,脫膠,冬化,脫色,脫臭,B,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,42,欲分析某知名品牌咖啡豆的香氣成分，下列那一種分析方法較適宜？,原子吸光光譜法,高效液相層析法,氣相層析法,核磁共振分析法,C,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,43,下列有關包裝之說明中，何者不正確？,鋁箔具有良好的耐酸、耐鹼性,脫氧劑不可以重覆使用,紫外線不透過玻璃容器，但是可見光會透過,聚乙烯膜的通氣性比玻璃高,A,,第二次
112,2023/11/11,食品品保初級工程師,食品科學概論,44,有關納豆的加工技術，下列敘述何者正確？,納豆是一種紅豆發酵食品,納豆菌是一種厭氧性的微生物,納豆發酵工程的良好發酵條件為溫度40-45℃，相對溼度85-90%,"納豆菌發酵食品裡的拉絲成分主為黏質多醣，已被證實具有溶解血栓的保健生理
功能",C,,第二次
